"File","ExecTime_ms","MaxWorking_MB","MaxPrivate_MB","AvgCPU_pct","AsmFile","AsmLines"
"newton_iter_c.exe","83,42","2,793","0,566","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","102,55","1,992","0,43","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","81,57","2,832","0,566","2,6","o3_newton_iter_c.s","135"
"newton_iter_c.exe","160,27","1,992","0,434","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","168,67","1,992","0,43","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","84,9","2,832","0,57","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","165,23","1,992","0,434","0,87","o3_newton_iter_c.s","135"
"newton_iter_c.exe","170,59","1,992","0,43","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","171,96","2,641","0,555","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","167,15","1,992","0,43","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","87,52","1,992","0,426","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","169,78","1,992","0,43","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","162,06","1,992","0,434","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","174,92","1,992","0,426","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","164,99","1,992","0,434","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","90,33","1,992","0,426","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","91,15","1,992","0,434","0","o3_newton_iter_c.s","135"
"newton_iter_c.exe","95,85","1,992","0,43","1,3","o3_newton_iter_c.s","135"
"newton_iter_c.exe","143,23","1,992","0,43","0","o3_newton_iter_c.s","135"
